"OTU"	"Guild"	"Sandmound_TuleA_D1"	"Sandmound_TuleA_D2"	"Sandmound_TuleB_D1"	"Sandmound_TuleB_D2"	"Sandmound_TuleC_D1"	"Sandmound_TuleC_D2"	"Sandmound_CattailA_D1"	"Sandmound_CattailA_D2"	"Sandmound_ThreeSqA_D1"	"Sandmound_ThreeSqA_D2"	"Sandmound_ThreeSqB_D1"	"Sandmound_ThreeSqB_D2"	"Sandmound_ThreeSqC_D1"	"Sandmound_ThreeSqC_D2"	"WestPond_TuleA_D1"	"WestPond_TuleA_D2"	"WestPond_TuleB_D1"	"WestPond_TuleB_D2"	"WestPond_TuleC_D1"	"WestPond_TuleC_D2"	"WestPond_CattailA_D1"	"WestPond_CattailA_D2"	"WestPond_CattailB_D1"	"WestPond_CattailB_D2"	"WestPond_CattailC_D1"	"WestPond_CattailC_D2"	"MayberryNE_TuleA_D1"	"MayberryNE_TuleA_D2"	"MayberryNE_TuleB_D1"	"MayberryNE_TuleB_D2"	"MayberryNE_TuleC_D1"	"MayberryNE_TuleC_D2"	"MayberryNE_CattailA_D1"	"MayberryNE_CattailA_D2"	"MayberryNE_CattailB_D1"	"MayberryNE_CattailB_D2"	"MayberryNE_CattailC_D1"	"MayberryNE_CattailC_D2"	"MayberrySE_TuleA_D1"	"MayberrySE_TuleA_D2"	"MayberrySE_TuleB_D1"	"MayberrySE_TuleB_D2"	"MayberrySE_TuleC_D1"	"MayberrySE_TuleC_D2"	"MayberrySE_CattailA_D1"	"MayberrySE_CattailA_D2"	"MayberrySE_CattailB_D1"	"MayberrySE_CattailB_D2"	"MayberrySE_CattailC_D1"	"MayberrySE_CattailC_D2"	"MayberryNW_TuleA_D1"	"MayberryNW_TuleA_D2"	"MayberryNW_TuleB_D1"	"MayberryNW_TuleB_D2"	"MayberryNW_TuleC_D1"	"MayberryNW_TuleC_D2"	"MayberryNW_CattailA_D1"	"MayberryNW_CattailA_D2"	"MayberryNW_CattailB_D1"	"MayberryNW_CattailB_D2"	"MayberryNW_CattailC_D1"	"MayberryNW_CattailC_D2"	"Browns_TuleA_D2"	"Browns_TuleB_D1"	"Browns_TuleB_D2"	"Browns_TuleC_D1"	"Browns_TuleC_D2"	"Browns_ThreeSqA_D1"	"Browns_ThreeSqA_D2"	"Browns_ThreeSqB_D1"	"Browns_ThreeSqB_D2"	"Browns_ThreeSqC_D1"	"Browns_ThreeSqC_D2"	"RushSE_TuleA_D1"	"RushSE_TuleA_D2"	"RushSE_TuleB_D1"	"RushSE_TuleB_D2"	"RushSE_TuleC_D1"	"RushSE_TuleC_D2"	"RushSE_CattailNLA_D1"	"RushSE_CattailNLA_D2"	"RushSE_CattailNLB_D1"	"RushSE_CattailNLB_D2"	"RushSE_CattailNLC_D1"	"RushSE_CattailNLC_D2"	"RushMan_CattailNLA_D1"	"RushMan_CattailNLA_D2"	"RushMan_CattailNLB_D1"	"RushMan_CattailNLB_D2"	"RushMan_CattailNLC_D1"	"RushMan_CattailNLC_D2"	"RushMan_ThreeSqA_D1"	"RushMan_ThreeSqA_D2"	"RushMan_ThreeSqB_D2"	"RushMan_ThreeSqC_D1"	"RushMan_ThreeSqC_D2"	"RushOxbow_ThreeSqA_D1"	"RushOxbow_ThreeSqA_D2"	"RushOxbow_ThreeSqB_D1"	"RushOxbow_ThreeSqB_D2"	"RushOxbow_ThreeSqC_D1"	"RushOxbow_ThreeSqC_D2"	"Joice_CattailNLA_D1"	"Joice_CattailNLA_D2"	"Joice_CattailNLB_D1"	"Joice_CattailNLB_D2"	"Joice_CattailNLC_D1"	"Joice_CattailNLC_D2"	"Joice_ThreeSqA_D1"	"Joice_ThreeSqA_D2"	"Joice_ThreeSqB_D1"	"Joice_ThreeSqB_D2"	"Joice_ThreeSqC_D1"	"Joice_ThreeSqC_D2"	"Goodyear_PhragA_D1"	"Goodyear_PhragA_D2"	"Goodyear_PhragB_D1"	"Goodyear_PhragB_D2"	"Goodyear_PhragC_D1"	"Goodyear_PhragC_D2"	"White_CordA_D1"	"White_CordA_D2"	"White_CordB_D1"	"White_CordB_D2"	"White_CordC_D1"	"White_CordC_D2"	"White_ThreeSqA_D1"	"White_ThreeSqA_D2"	"White_ThreeSqB_D1"	"White_ThreeSqB_D2"	"White_ThreeSqC_D1"	"White_ThreeSqC_D2"	"Tolay_CordA_D1"	"Tolay_CordA_D2"	"Tolay_CordB_D1"	"Tolay_CordB_D2"	"Tolay_CordC_D1"	"Tolay_CordC_D2"	"China_Bullhead_CordA_D1"	"China_Bullhead_CordA_D2"	"China_Bullhead_CordB_D1"	"China_Bullhead_CordB_D2"	"China_Bullhead_CordC_D1"	"China_Bullhead_CordC_D2"	"China_Galinas_CordA_D1"	"China_Galinas_CordA_D2"	"China_Galinas_CordB_D1"	"China_Galinas_CordB_D2"	"China_Galinas_CordC_D1"	"China_Galinas_CordC_D2"	"China_Galinas_PWA_D1"	"China_Galinas_PWA_D2"	"China_Galinas_PWB_D1"	"China_Galinas_PWB_D2"	"China_Galinas_PWC_D1"	"China_Galinas_PWC_D2"	"Muzzi_CordA_D1"	"Muzzi_CordA_D2"	"Muzzi_CordB_D1"	"Muzzi_CordB_D2"	"Muzzi_CordC_D1"	"Muzzi_CordC_D2"	"Muzzi_PWA_D1"	"Muzzi_PWA_D2"	"Muzzi_PWB_D1"	"Muzzi_PWB_D2"	"Muzzi_PWC_D1"	"Muzzi_PWC_D2"	"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Taxonomy"
"otu_1018"	"MeOB"	54.6691345875995	249.346470943093	0	378.865613209781	118.079089374063	414.515876740184	868.713671973717	1181.34791062846	2519.86626851457	1050.58645750881	851.904859265317	1011.22691702194	3282.07894973474	1631.28950016118	9.88396228279993	66.7116970621836	0	72.7855011281753	8.42552259303883	0	0	0	0	0	9.10390284314886	0	0	0	8.14014066163063	0	9.17203995340604	0	0	24.1505059530997	0	0	0	0	0	0	0	5.69232958588302	0	0	0	0	0	0	15.6275638972019	5.69894740441441	0	7.43770918557084	0	0	7.49979375567172	0	0	0	0	0	0	0	2199.35147328352	2602.09440748639	1867.12983065567	1682.70753979709	1006.68133019837	1011.45250951721	1087.72693141706	1488.91941853021	799.56341299354	308.001889078253	584.414623681368	0	16.0576791836276	0	8.00019200460811	0	8.3500334001336	0	0	0	0	23.5294117647059	0	0	0	0	0	0	0	19.8060329176267	34.9104111573674	119.158739300538	40.9544013695152	15.8676007394302	60.0438319973581	67.6066494895698	268.15717362339	718.368608064267	80.4173661302158	147.989805146757	0	0	0	0	0	48.8126327093452	0	0	0	9.50570342205323	0	0	0	0	0	0	0	0	0	0	7.17401285583104	0	0	7.28215435254366	7.74443368828654	0	0	0	8.26876803625028	0	39.5851476526007	7.82307337260516	66.1419406045373	29.1021266379041	29.7519431737885	35.698348951361	27.4421199952434	51.5884957654443	7.71081364505583	0	7.69657040822609	6.52268917429278	9.27041809585612	0	7.1921749136939	0	48.3542292681242	8.20829365991398	22.6961514892458	0	17.9759122775481	0	0	0	8.52405915697055	6.78122414658294	0	0	0	0	0	0	0	0	0	35.5537857671085	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Methyloversatilis"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Methyloversatilis"	"Betaproteobacteria"
"otu_1019"	"SRB"	0	16.0868690931028	0	0	0	0	15.7947940358858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.8617003338617	0	0	0	0	0	0	0	0	7.73670447336253	6.44114085486821	7.13327816931549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.344776103138	923.316553058587	433.501720736422	680.016320391689	540.979172301866	1619.90647962592	664.53162530024	1072.60390850364	673.364397877555	1508.16022406952	815.686274509804	1111.529122063	51.5047985303964	38.0985036812679	57.4245892090993	9.3905531035778	26.0522956414509	21.9198901082843	448.936746132872	645.842606411297	347.546322959903	327.635210956121	388.75621811604	15.0109579993395	307.985847674707	335.196467029238	7.72439363509964	281.460781455755	246.649675244594	268.783657953596	1833.34101064075	235.492829649359	725.186277244292	450.226520217985	886.762827553104	221.208124073179	449.623203090368	305.371484410786	209.125475285171	84.3745925090703	65.4793085385018	8.20735050311059	0	0	0	0	0	400.172977996941	890.731398698034	279.78650137741	610.689509168485	430.64182194617	1085.040998529	131.655372700871	376.320741062382	513.859944617317	600.234377233015	562.276226465019	141.958075048502	411.685535587048	704.076603534465	305.906475295985	443.807431228037	349.585332292015	526.550647032575	393.337053265155	696.444692833498	370.11905496268	654.009656260219	200.110830613878	626.178160732107	18.5408361917122	6.81008710101402	50.3452243958573	8.17741724453748	6.90774703830346	90.2912302590537	0	0	5.9919707591827	0	0	0	110.812769040617	0	0	0	0	0	0	0	6.11078859726848	0	8.80723602511824	0	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobulbaceae"	"DesulfobulbaceaeFA"	"Deltaproteobacteria"
"otu_1028"	"SRB_syn"	984.044422576791	1230.64548562236	894.454382826476	1310.24357901716	1180.79089374063	1399.96871578289	971.379833206975	917.195582786073	1309.53680096033	1698.20824638411	1243.78109452736	1103.1566367512	1191.43961873932	1631.28950016118	0	0	0	0	0	0	8.57206535342625	0	0	0	0	0	17.3849550598912	11.5072150238199	0	0	0	360.450982857622	0	60.3762648827493	23.9697022962975	0	42.1542508346542	6.47999948160004	6.94951179679627	7.40932834438558	0	45.5386366870642	17.8902077947635	33.5647060403045	7.67937090593539	46.4202268401752	32.2057042743411	71.3327816931549	7.81378194860094	17.0968422132432	8.29903067321737	14.8754183711417	0	22.814555686528	52.498556289702	0	9.49207886019117	29.2598715491639	0	32.9801706723832	36.1768323565589	47.8132278710136	1353.44706048217	1145.87643632428	1380.80764220582	1070.17383284166	1447.96629686067	1027.38089549386	1291.23713148864	704.899048386285	951.861205944691	1492.09804042354	969.092603826066	10.8978760039668	0	0	0	0	0	8.00640512409928	0	0	0	0	8.55022401586922	0	0	0	0	0	0	52.8160877803379	26.1828083680256	228.387583659365	40.9544013695152	71.4042033274359	22.5164369990093	7.51184994328553	0	54.0707554456975	0	73.9949025733783	19.1988327109712	36.8510755907688	0	47.814479818305	18.759438342416	97.6252654186904	8.19289348419181	63.3272117028687	22.9028613308089	9.50570342205323	23.0112525024737	32.7396542692509	0	7.27283305938995	0	0	0	0	0	0	7.17401285583104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.59808262757405	0	0	0	0	0	0	0	0	20.7232411149104	0	22.6961514892458	0	11.9839415183654	0	0	0	8.52405915697055	33.9061207329147	0	7.03823875113491	0	0	0	0	0	0	8.80723602511824	35.5537857671085	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"SyntrophobacteraceaeFA"	"Deltaproteobacteria"
"otu_103"	"SRB_syn"	359.254313004225	136.738387291373	0	63.1442688682968	342.429359184782	117.31581417175	1879.58049027041	821.807242176322	148.811000109128	14.3915953083399	93.7095345191849	34.4736448984751	127.386625902946	136.754808396745	7808.33020341194	8422.35175410069	9535.61919043362	6935.41846464184	6378.1206029304	6933.99427576643	7757.71914485076	6854.28237874553	4451.33048054695	7021.3542788133	7492.51203991151	9137.85490775758	4241.92903461344	655.911256357736	3459.55978119302	2139.40062823669	3366.13866290002	2674.04333794375	1017.09877372431	24.1505059530997	727.080969654357	0	404.68080801268	6.47999948160004	5378.92213072032	459.378357351906	510.094501718213	130.92358047531	3336.5237537234	26.8517648322436	2403.64309355778	38.6835223668126	547.496972663798	756.127485947442	3969.40122988928	205.162106558919	1020.78077280574	208.255857195984	1730.35467437432	152.097037910187	1424.96081357763	272.566829979626	3227.306812465	855.851242813044	1218.4492787136	717.318712124335	1501.33854279719	95.6264557420271	91.6396447201466	318.299010090079	182.370820668693	598.452472312772	137.901552081969	199.104824708112	961.410255510565	870.334539334086	222.100948053761	280.623943382408	414.268594001983	4675.18880570177	2753.89197999213	3414.9319225359	5984.14361944687	2654.17906410603	1160.65464261857	5588.4707766213	3664.73002072076	4147.92469092574	2145.53746162271	2494.11764705882	2898.52594137966	3734.09789345374	1123.9058585974	2461.05382324711	441.355995868157	4932.56797478138	1695.13816837398	1696.71681994335	1134.58836261444	1707.94192997438	4038.1039750342	2181.79510167165	517.878050977213	1637.58328763625	1701.12207017338	308.975745403986	3508.20759743066	1011.26366850284	595.163814040106	18.4255377953844	1015.05530021276	191.25791927322	422.087362704361	56.948071494236	540.73096995666	215.312519789754	1129.87449231991	1701.52091254753	1411.35682015172	646.608171817706	65.6588040248847	0	0	0	19.2518722445758	0	6.4544028709184	33.2983700447863	21.5220385674931	56.9976875223919	49.6894409937888	72.8215435254366	15.4888673765731	43.4216239687364	19.0318498006414	38.1101191893978	16.5375360725006	28.3916150097005	0	0	0	0	0	0	0	0	7.71081364505583	0	0	0	18.5408361917122	0	0	0	0	0	22.6961514892458	0	5.9919707591827	10.5986094624385	0	7.53187867649828	0	0	0	0	0	0	0	0	18.3323657918054	0	0	7.1107571534217	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophobacterales"	"Desulfobacteraceae"	"DesulfobacteraceaeFA"	"Deltaproteobacteria"
"otu_1034"	"SRB_syn"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.7020903721553	0	0	0	0	0	0	0	660.628292275864	92.0577201905595	293.045063818703	135.834960522965	660.386876645235	100.590971960267	946.73344975596	597.725022339218	1094.61640486425	467.260820867318	1433.24452837824	771.119938310405	3231.52298551027	2230.20783166006	2622.06471935853	176.462217162374	894.510389738177	80.5552944967308	3939.51727474485	843.300787596515	1281.78703011877	78.4660598624704	679.799029528282	62.6884214485585	340.260257601912	290.070658237263	415.671793285451	129.282482223659	547.484944164035	770.001294692442	446.127706428985	336.488522815385	195.663387822622	288.576493383353	533.608277259243	614.741501198746	14.0984068800226	0	8.68432479374729	7.04061732132674	0	0	0	7.19284743251311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.59808262757405	0	0	0	0	0	0	0	8.17741724453748	0	0	0	0	0	0	0	0	0	0	0	7.03823875113491	0	0	0	0	0	0	0	0	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"Syntrophobacter"	"Deltaproteobacteria"
"otu_1048"	"FeRB"	0	0	894.454382826476	0	0	0	0	0	0	0	0	11.4912149661584	0	0	9.88396228279993	0	0	0	75.8297033373495	78.6836229874204	0	0	8.19766202678996	9.3618057050844	0	0	2060.1171745971	299.187590619318	1554.76686637145	619.747007386026	1761.03167105396	402.363887841066	4221.9194381009	126.790156253774	3211.94010770386	48.1003786186946	1062.28712103328	51.8399958528003	1918.06525591577	533.471640795762	98.4392898052692	28.4616479294151	134.176558460727	33.5647060403045	115.190563589031	7.73670447336253	96.6171128230232	64.1995035238394	304.737495995437	11.3978948088288	348.559288275129	37.1885459278542	560.67358164084	15.2097037910187	487.486594118662	20.4425122484719	901.747491718161	7.31496788729098	204.557178178196	148.410768025725	832.067144200854	34.1523056221526	0	0	34.7372991749891	14.0812346426535	6.89507760409843	47.785157929947	7.01759310591653	35.9642371625655	0	6.84448642396118	0	174.366016063469	184.663310611717	336.185007918042	416.009984239622	92.9807952393833	91.8503674014696	176.140912730184	178.767318083939	143.651071547212	161.58859543602	70.5882352941176	171.004480317384	583.721050011159	800.068577306626	771.130197950762	103.296084139356	538.414109923319	847.569084186991	13.2040219450845	0	9.92989494171152	16.3817605478061	23.8014011091453	180.131495992074	15.0236998865711	0	0	150.782561494155	82.2165584148647	0	0	0	0	0	8.13543878489086	8.19289348419181	6.33272117028687	61.0742968821571	47.5285171102662	0	0	0	7.27283305938995	0	8.17821976512153	0	7.95197010059242	0	0	7.17401285583104	0	0	7.28215435254366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.3520904792806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03823875113491	0	0	0	0	0	0	0	0	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__ThermoanaerobacteralesOR;g__ThermoanaerobacteralesOR"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"ThermoanaerobacteralesOR"	"ThermoanaerobacteralesOR"	"Firmicutes"
"otu_1051"	"MeOB"	0	0	0	15.7860672170742	0	7.82105427811669	7.89739701794289	7.33756466228859	0	0	0	0	0	0	0	16.6779242655459	0	0	8.42552259303883	19.6709057468551	17.1441307068525	0	0	0	0	0	982.249960883851	57.5360751190997	814.014066163063	280.159606078615	1284.08559347685	176.034200930466	63.9684763348622	6.03762648827493	39.9495038271625	0	16.8617003338617	6.47999948160004	6.94951179679627	0	0	0	8.94510389738177	0	7.67937090593539	0	0	7.13327816931549	0	0	33.1961226928695	0	0	0	29.9991750226869	0	66.4445520213382	0	0	8.24504266809581	108.530497069677	0	0	7.95747525225197	8.68432479374729	7.04061732132674	6.89507760409843	15.928385976649	0	0	0	0	0	414.119288150739	136.490273060835	530.818433554803	72.001728041473	177.50879091155	100.200400801603	2017.61409127302	154.389956527039	1256.9468760381	260.33718153581	996.078431372549	68.4017921269537	866.99744192834	142.869388804755	147.663229394827	46.952765517889	295.259350603111	58.453040288758	138.642230423387	52.3656167360511	317.756638134769	114.672323834643	277.683012940028	22.5164369990093	210.331798411995	494.414788868125	46.3463618105979	402.086830651079	106.881525939324	115.192996265827	9.2127688976922	89.3248664187225	71.7217197274575	281.39157513624	97.6252654186904	73.7360413577263	31.6636058514344	748.160136806425	76.0456273764258	38.3520875041228	16.3698271346255	254.427865596428	36.3641652969498	1340.19037162026	16.3564395302431	798.952698149895	7.95197010059242	638.985884220921	183.141035246325	258.264462809917	146.565482200436	347.826086956522	378.67202633227	100.677637947725	28.947749312491	656.598818122127	104.802827770844	636.695138791271	123.030331708702	554.19206713641	438.092108865889	529.135524836299	247.368076422185	654.542749823348	303.435966086568	905.589959843031	128.971239413611	308.432545802233	192.355781253006	461.794224493566	208.726053577369	1316.39936961157	122.581567818252	316.455696202532	196.2580138689	89.8007114979449	49.2497619594839	15.1307676594972	0	41.9437953142789	0	7.41702206564065	0	434.727017005498	13.5624482931659	204.043612104222	35.1911937556746	198.044900739896	7.63486997816427	131.11315064901	0	482.75229918421	0	61.6506521758277	21.3322714602651	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Methylophilales"	"Methylophilaceae"	"Methylotenera"	"Betaproteobacteria"
"otu_1052"	"SRB_syn"	531.071593136681	249.346470943093	0	157.860672170742	590.395446870314	359.768496793368	315.895880717715	469.60413838647	615.085467117729	287.831906166799	826.347713487358	264.297944221643	576.986482030992	439.569026989538	0	0	38.4500773807807	62.3875723955788	0	9.83545287342756	17.1441307068525	0	0	0	27.3117085294466	0	0	80.5505051667395	0	25.4690550980559	0	25.1477429900666	44.7779334344035	175.091168159973	31.95960306173	54.9718612785081	50.585101001585	25.9199979264002	0	74.0932834438558	0	22.7693183435321	8.94510389738177	6.7129412080609	0	7.73670447336253	0	21.3998345079465	0	0	1170.16332492365	766.084046113797	348.004292052935	296.589223924864	179.995050136121	279.381000729116	436.635627568794	607.142334645151	969.423148757537	840.994352145772	325.59149120903	334.692595097095	451.149020160722	946.939555017984	703.43030829353	894.158399808495	455.075121870497	788.455105844125	315.791689766244	1158.04843663461	247.48391354562	506.491995373127	221.929603929633	119.876636043635	56.2018771426966	168.092503959021	32.0007680184324	329.65918312145	283.901135604543	64.0512409927942	24.3773615569008	44.8909598585037	44.88572095445	172.549019607843	265.056944491946	0	0	0	0	0	0	1161.95393116743	881.487881723527	387.265902726749	1195.86851998984	547.432225510342	690.504067969618	465.734696483703	100.558940108771	1081.41510891395	271.408610689478	1126.36685028365	0	0	0	0	9.37971917120801	0	0	0	7.63428711026964	0	0	0	0	7.27283305938995	0	0	0	0	0	0	28.6960514233242	0	0	0	0	0	0	0	0	0	0	0	0	7.27553165947602	0	0	0	8.59808262757405	0	0	7.69657040822609	0	0	6.81008710101402	0	0	0	0	30.2615353189944	0	0	0	0	0	0	13.5624482931659	0	7.03823875113491	0	0	0	0	0	0	0	28.4430286136868	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"SyntrophobacteraceaeFA"	"Deltaproteobacteria"
"otu_1057"	"SRB_syn"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.61251934519518	0	8.42552259303883	0	0	0	0	0	0	0	34.7699101197823	0	32.5605626465225	8.48968503268529	18.3440799068121	0	0	6.03762648827493	15.979801530865	13.742965319627	8.43085016693083	0	13.8990235935925	444.559700663135	268.470790378007	22.7693183435321	366.749259792653	463.192943356202	1174.94374860811	1261.08282915809	193.234225646046	21.3998345079465	343.806405738441	239.355790985405	0	22.3131275567125	0	0	0	0	9.49207886019117	29.2598715491639	0	0	0	6.83046112443051	0	7.95747525225197	8.68432479374729	7.04061732132674	0	23.8925789649735	14.0351862118331	71.9284743251311	19.0372241188938	34.2224321198059	36.9882673216056	446.81291616264	818.941638365007	415.807772951262	1096.02630463131	980.524749797133	1260.85504342017	824.659727782226	1470.76748059968	1167.1649563211	1517.13736826041	949.019607843137	846.472177571052	137.34612941439	95.2462592031698	57.4245892090993	56.3433186214668	69.4727883772025	102.292820505327	396.120658352534	480.018153413802	377.336007785038	638.888661364437	404.62381885547	322.7355969858	540.853195916558	460.895142165202	378.495288119883	351.825976819694	287.757954452027	287.982490664568	617.255516145377	243.613272051061	589.711917759095	356.429328505904	463.720010738779	1122.42640733428	1032.23355075676	458.057226616179	684.410646387833	559.940477560194	556.574122577266	57.4514535217741	29.0913322375598	32.293743894464	8.17821976512153	67.3815528560153	31.8078804023697	0	8.32459251119658	0	16.2850535778263	8.28157349896481	7.28215435254366	15.4888673765731	57.8954986249819	9.51592490032069	9.52752979734944	16.5375360725006	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27041809585612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03823875113491	0	0	0	0	0	0	0	0	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"SyntrophobacteraceaeFA"	"Deltaproteobacteria"
"otu_106"	"FeRB"	874.706153401592	249.346470943093	0	663.014823117117	614.011264745126	344.126388237134	2100.70760677281	865.832630150053	605.164733777121	359.789882708498	511.14291555919	677.981683003344	1611.0661511255	976.820059976752	108.723585110799	0	9.61251934519518	62.3875723955788	168.510451860777	236.050868962261	77.1485881808363	53.0654119644816	65.5812962143197	0	27.3117085294466	9.59858708798065	4911.24980441926	644.404041333916	2401.34149518104	1918.66881738688	5860.93353022646	1961.5239532252	4970.35061121879	144.903035718598	4865.84956614839	41.228895958881	3363.9092166054	110.159991187201	4280.89926682651	1459.63768384396	698.024054982818	56.9232958588302	769.278935174832	33.5647060403045	253.419239895868	54.1569313135377	231.881070775256	21.3998345079465	570.406082247869	188.065264345675	2099.65476032399	438.82484194868	2001.02467930438	228.14555686528	4979.86305376602	681.417074949064	15927.7083274008	12508.5950872676	1787.65186147032	1286.22665622295	5507.92272628609	327.862133972665	331.31256168053	1018.55683228825	477.637863656101	556.208768384812	448.180044266398	1178.70056227202	266.668538024828	2589.42507570472	291.904103156372	965.072585778526	680.584118717543	2212.26882880527	1790.43122897448	4379.25207682712	3264.07833788011	2586.5566675683	3740.81496325985	7734.1873498799	5208.62958599114	7451.89933651161	2271.21748029517	4047.05882352941	2753.17213310989	1407.7978264975	409.55891457363	1238.73042436771	206.592168278712	3056.80268859691	1687.83153833789	5182.57861344566	1658.24452997495	1261.09665759736	4054.485735582	3244.92435121347	435.317781980846	2831.96742861865	3419.00396369822	1259.07616252124	7448.65853781124	7087.06733536134	374.377237863938	82.9149200792298	730.839816153184	191.25791927322	1228.74321142825	715.918613070396	1425.56346624938	892.913685010449	1221.48593764314	1321.2927756654	897.438847596475	491.094814038764	32.8294020124423	21.8184991781699	8.07343597361601	8.17821976512153	9.62593612228789	0	32.272014354592	158.167257712735	28.6960514233242	219.848223300655	16.5631469979296	436.929261152619	170.377541142304	390.794615718628	85.6433241028862	114.330357568193	165.375360725006	66.2471016893011	23.7510885915604	15.6461467452103	0	7.27553165947602	7.43798579344713	8.92458723784025	0	8.59808262757405	7.71081364505583	0	0	0	64.8929266709929	0	0	40.8870862226874	0	41.0414682995699	0	0	0	0	0	0	17.0481183139411	13.5624482931659	0	49.2676712579444	0	0	0	0	0	0	0	21.3322714602651	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Geobacteraceae"	"Geobacter"	"Deltaproteobacteria"
